tmdb_id,title,release_date,revenue,popularity,vote_average,genre_ids,is_lgbt
449924,Ip Man 4: The Finale,2019-12-19,239000000,3.1176,7.267,"[28, 36, 18]",0
521029,Annabelle Comes Home,2019-06-26,231252591,5.1027,6.4,[27],0
575813,Better Days,2019-10-25,225879065,3.456,8.12,"[18, 80, 10749]",0
359724,Ford v Ferrari,2019-11-13,225508210,10.8926,8.004,"[18, 28, 36]",0
481084,The Addams Family,2019-10-10,204394183,5.216,6.606,"[10751, 16, 35, 14]",0
280217,The Lego Movie 2: The Second Part,2019-02-06,199603202,6.6523,6.656,"[28, 12, 16, 35, 10751]",0
535544,Downton Abbey,2019-09-12,194694725,3.263,7.13,"[18, 10749, 36]",0
568160,Weathering with You,2019-07-19,192729404,5.693,8.0,"[16, 18, 14, 10749]",0
431580,Abominable,2019-09-19,190304772,5.6657,7.452,"[10751, 16, 12, 35, 14]",0
453405,Gemini Man,2019-10-02,173469516,5.6171,6.269,"[878, 28, 12, 53]",0
431693,Spies in Disguise,2019-12-04,171616764,6.6178,7.6,"[16, 28, 12, 35, 10751]",0
504608,Rocketman,2019-05-17,167300000,5.1742,7.3,"[10402, 18]",1
540901,Hustlers,2019-09-12,157563598,6.6063,6.472,"[18, 35, 80]",0
522681,Escape Room,2019-01-03,155712077,5.6815,6.542,"[27, 53, 9648]",0
515195,Yesterday,2019-06-26,154608856,6.2957,6.689,"[35, 14, 10402, 10749]",0
423204,Angel Has Fallen,2019-08-21,146661977,7.8737,6.595,"[28, 53]",0
454640,The Angry Birds Movie 2,2019-08-02,137792047,8.0577,7.0,"[16, 12, 35, 10751]",0
419704,Ad Astra,2019-09-17,127461872,4.8314,6.124,"[878, 18]",0
522162,Midway,2019-11-06,127400000,6.3691,7.108,"[28, 10752, 36]",0
440472,The Upside,2019-01-10,125856180,3.6356,7.138,"[35, 18]",0
567646,Extreme Job,2019-01-23,124652206,2.5287,7.173,"[28, 35, 80]",0
480414,The Curse of La Llorona,2019-04-17,123233739,4.7912,5.653,[27],0
338967,Zombieland: Double Tap,2019-10-09,122810399,5.8661,6.908,"[27, 35]",1
549053,Last Christmas,2019-11-07,121600000,4.3712,7.195,"[35, 10749]",0
499701,Dora and the Lost City of Gold,2019-08-08,120600000,4.8472,6.632,"[10751, 35, 12]",0
400157,Wonder Park,2019-03-13,119559110,3.3144,6.536,"[35, 16, 12, 10751, 14]",0
566555,Case Closed: The Fist of Blue Sapphire,2019-04-12,115448200,0.8887,6.2,"[16, 9648, 80, 28, 12]",0
157433,Pet Sematary,2019-04-04,113118226,4.4872,5.742,[27],0
581218,Boonie Bears: Blast into the Past,2019-02-05,112369259,1.9432,7.0,"[16, 10751, 12, 14]",0
521777,Good Boys,2019-08-14,111037232,3.6199,6.839,[35],0
575138,The New King of Comedy,2019-02-05,106618508,1.0957,5.625,[35],0
417384,Scary Stories to Tell in the Dark,2019-08-08,104545505,4.8623,6.492,"[27, 12, 9648]",0
449562,The Hustle,2019-05-09,97400000,3.9471,6.19,"[35, 80]",0
449985,Triple Threat,2019-03-19,94160344,3.61,6.4,"[53, 28]",0
527641,Five Feet Apart,2019-03-14,92600000,5.5114,8.221,"[10749, 18]",0
511987,Crawl,2019-07-10,91542097,6.1569,6.3,"[27, 53]",0
522938,Rambo: Last Blood,2019-09-18,91500000,11.3731,6.53,"[28, 53, 18]",0
534490,Avengement,2019-05-24,89900000,7.7097,6.804,"[80, 28]",0
505436,Serial (Bad) Weddings 2,2019-01-30,87761988,1.3858,5.9,[35],0
515001,Jojo Rabbit,2019-10-18,82468705,9.2742,7.994,"[35, 10752, 18]",0
568012,One Piece: Stampede,2019-01-03,81562741,1.6074,7.788,"[16, 28, 12, 14]",0
522518,A Dog's Journey,2019-05-03,78871079,4.1439,8.054,"[10751, 12, 18]",0
536869,Cats,2019-12-19,77276321,4.0767,4.105,"[14, 35, 18]",0
438650,Cold Pursuit,2019-02-07,76419755,6.9668,5.87,"[80, 28]",0
464504,A Madea Family Funeral,2019-03-01,74747725,1.9658,5.9,[35],0
458897,Charlie's Angels,2019-11-14,73279888,9.79,6.4,"[28, 12, 35]",0
501170,Doctor Sleep,2019-10-30,72385286,7.4127,7.148,"[27, 14]",0
487297,What Men Want,2019-02-08,69766483,2.9044,6.214,"[35, 10749]",0
572164,EXIT,2019-07-31,69501772,2.3348,7.636,"[28, 35]",0
537915,After,2019-04-11,69497587,11.4786,7.112,"[10749, 18]",0
554241,Playing with Fire,2019-11-08,69412425,3.0722,6.589,"[10751, 35]",0
501907,A Beautiful Day in the Neighborhood,2019-09-07,67900000,4.151,6.959,"[36, 10751, 18]",0
585268,War,2019-10-02,67540000,1.9565,6.8,"[28, 53, 12]",0
575222,Doraemon: Nobita's Chronicle of the Moon Exploration,2019-03-01,65406606,2.7868,7.3,"[16, 12, 35, 878, 14, 10751]",0
512196,Happy Death Day 2U,2019-02-13,64600152,5.6086,6.326,"[35, 27, 878]",0
573699,White Snake,2019-01-11,62098770,2.2533,7.69,"[10749, 16, 14]",0
525661,Bombshell,2019-12-13,61404394,5.4324,6.78,[18],0
581387,Ashfall,2019-12-19,61321941,3.6178,6.837,"[28, 12, 53]",0
502416,Ma,2019-05-29,61220856,3.4664,5.818,"[27, 53]",0
567609,Ready or Not,2019-08-21,57615777,7.3158,7.041,"[27, 35]",1
574894,The Big Shot,2019-01-10,56343000,1.0312,6.083,"[28, 80, 53]",0
577328,Kabir Singh,2019-06-20,55478164,1.2727,6.373,"[18, 10749]",0
456740,Hellboy,2019-04-10,55065289,6.0188,5.58,"[14, 27, 28, 12]",0
454292,Saaho,2019-08-29,55000000,1.647,5.8,"[28, 12, 53]",0
586863,Les Misérables,2019-11-14,54606372,5.4344,7.569,"[80, 18, 53]",0
512895,Lady and the Tramp,2019-11-12,51000000,3.5443,7.168,"[10751, 10749, 35]",0
575828,Son of a Rich,2019-11-24,50803834,1.6983,6.9,[35],0
554805,Kingdom,2019-04-19,50574061,2.1597,7.266,"[28, 12, 10752, 36, 14]",0
522212,Just Mercy,2019-12-25,50401502,4.4302,7.855,"[18, 80, 36]",0
473033,Uncut Gems,2019-08-30,50023780,7.6617,7.156,"[18, 53, 80]",0
535292,21 Bridges,2019-10-24,49900000,4.3617,6.767,"[80, 28, 18]",0
465086,The Grudge,2019-12-31,49511319,5.0642,5.4,"[27, 9648]",0
514439,Breakthrough,2019-04-10,49200000,4.12,7.644,[18],0
449563,Isn't It Romantic,2019-02-13,48800000,3.7855,6.2,"[35, 14, 10749]",0
530385,Midsommar,2019-07-03,48498408,11.7622,7.2,"[27, 18, 9648]",0
620249,The Legend of Hei,2019-08-27,48045728,4.4243,8.32,"[16, 14, 28]",0
599975,Countdown,2019-10-24,48021766,3.3177,6.21,"[27, 53]",0
536743,Queen & Slim,2019-11-27,47803176,2.4446,7.141,"[80, 18, 10749]",0
480105,47 Meters Down: Uncaged,2019-08-15,47582563,3.1884,5.712,"[27, 53]",0
602661,Chasing the Dragon II: Wild Wild Bunch,2019-06-06,45733356,1.1288,6.088,"[80, 28, 53]",0
533642,Child's Play,2019-06-19,44902237,6.9582,5.968,"[27, 53]",0
422803,A Shaun the Sheep Movie: Farmageddon,2019-09-26,43133089,3.5694,6.915,"[10751, 35, 12, 16, 878]",0
611594,Mission Mangal,2019-08-15,41512000,0.9371,6.757,"[18, 36]",0
524247,The Intruder,2019-05-03,40600000,2.4356,6.069,[53],0
1332955,明明就是喜欢我,2019-01-20,40000000,0.0806,0.0,"[10749, 18]",0
620683,My Mom Is a Character 3,2019-12-26,39273021,0.3496,8.18,[35],0
445629,Fighting with My Family,2019-02-14,39055536,3.3397,6.843,[35],0
491283,Judy,2019-09-27,38981322,5.4103,6.681,"[18, 36, 10402]",0
527776,Overcomer,2019-08-22,38026103,4.271,7.668,[18],0
519010,Pain and Glory,2019-03-22,37359689,1.8457,7.378,[18],1
509730,The Queen's Corgi,2019-02-13,35515687,1.9925,5.94,"[10751, 16, 35]",0
611748,Housefull 4,2019-10-25,35000000,0.8682,5.737,"[35, 18, 10749]",0
292011,Richard Jewell,2019-12-13,33900000,3.7595,7.416,"[18, 36]",0
511322,The Good Liar,2019-11-08,33856058,2.8062,6.682,[80],0
522924,The Art of Racing in the Rain,2019-08-08,33800000,3.2127,8.184,"[18, 10749]",0
531309,Brightburn,2019-05-09,33224654,6.5513,6.1,"[27, 878]",0
554814,Fly Me to the Saitama,2019-02-22,32802347,0.7594,6.7,[35],0
454458,UglyDolls,2019-05-01,32500000,2.6203,6.6,"[16, 10402, 10751, 35]",0
513045,Stuber,2019-07-11,32400000,3.3043,6.616,"[28, 35]",0
454294,The Kid Who Would Be King,2019-01-16,32140970,4.8996,6.204,"[28, 12, 14, 10751]",0
484641,Anna,2019-06-19,31626978,10.124,6.711,"[28, 12, 53]",1
541487,Maharshi,2019-05-09,31562422,0.6225,7.0,"[18, 28]",0
592350,My Hero Academia: Heroes Rising,2019-12-20,30017163,3.5268,8.137,"[16, 28, 14, 12]",0
596650,Chhichhore,2019-09-05,29353057,0.6988,7.683,"[10749, 35, 18]",0
564701,Lucifer,2019-03-28,28717000,0.6125,7.089,"[28, 18, 53]",0
491625,Gully Boy,2019-02-14,28299498,0.9786,7.318,"[18, 10402]",0
637920,Miracle in Cell No. 7,2019-10-10,28000000,8.1423,8.253,[18],0
571891,Pokémon the Movie: Mewtwo Strikes Back - Evolution,2019-07-12,26654184,3.093,6.7,"[16, 12, 14, 28, 10751]",0
458253,Missing Link,2019-04-04,26565710,3.1505,6.9,"[10751, 16, 35, 12]",0
554596,"No manches, Frida 2: paraíso destruido",2019-03-15,26500000,3.0663,7.89,[35],0
581528,"The Gangster, the Cop, the Devil",2019-05-15,25775371,8.5012,7.845,"[80, 28, 53]",0
531368,Bodies at Rest,2019-08-16,25293853,1.6079,6.368,"[28, 80, 9648, 53]",0
505600,Booksmart,2019-05-24,24849029,3.3884,7.0,[35],1
604872,Skyfire,2019-12-12,24800000,1.598,6.38,"[28, 12]",0
579230,Bala,2019-11-07,24571428,0.3487,6.586,"[35, 10749]",0
475303,A Rainy Day in New York,2019-07-26,23805899,0.3746,6.486,"[35, 10749]",0
463257,The Peanut Butter Falcon,2019-08-09,23712097,4.5237,7.396,"[12, 35, 18]",0
565310,The Farewell,2019-07-12,23076657,2.6596,7.416,"[35, 18]",0
578189,Black and Blue,2019-10-25,22741061,3.2645,6.787,"[28, 53, 80]",0
523172,Late Night,2019-01-25,22384741,3.9613,6.386,"[35, 18]",0
576071,Unplanned,2019-03-21,21600000,1.2385,6.894,[18],0
486131,Shaft,2019-06-14,21360215,3.4628,6.535,"[28, 80, 35, 9648]",0
532671,The Prodigy,2019-02-06,21200000,2.9196,6.163,"[27, 53]",0
390634,Fate/stay night: Heaven's Feel II. Lost Butterfly,2019-01-12,19790000,1.8953,6.969,"[16, 28, 14, 18, 10749]",0
399121,An Officer and a Spy,2019-09-30,18899214,2.555,7.1,"[36, 18, 53]",0
578120,Peppa Celebrates Chinese New Year,2019-02-05,18700000,0.3535,4.0,"[16, 10751]",0
551808,Black Christmas,2019-12-11,18529730,1.9298,4.6,"[27, 9648]",0
504562,Motherless Brooklyn,2019-10-31,18377736,2.3447,6.689,"[18, 53]",0
596302,Crayon Shin-chan: Honeymoon Hurricane ~The Lost Hiroshi~,2019-04-19,18321683,1.5914,7.0,"[16, 12, 10751]",0
503919,The Lighthouse,2019-10-18,18262464,6.491,7.485,"[18, 14, 53]",0
534259,Blinded by the Light,2019-08-09,18144644,1.0739,6.9,"[18, 35]",0
556271,Kalank,2019-04-17,17987034,1.0247,5.8,"[18, 10749]",0
508763,A Dog's Way Home,2019-01-10,17643857,4.5491,7.377,"[18, 12, 10751]",0
556509,Svaha: The Sixth Finger,2019-02-20,17607783,1.4591,6.794,"[27, 9648, 53, 80]",0
526050,Little,2019-04-04,17399000,1.5057,6.86,"[35, 14, 10749]",0
413518,Pinocchio,2019-12-19,17133446,2.6813,6.563,"[18, 10751, 14]",0
559957,Shanghai Fortress,2019-08-09,16900000,1.753,5.5,"[878, 10752]",0
416144,Hotel Mumbai,2019-03-14,16900000,2.9229,7.532,"[53, 36, 18, 28]",0
593961,"Hello, Love, Goodbye",2019-07-31,16800000,2.8483,6.259,"[10749, 18]",0
605389,The Great War of Archimedes,2019-07-26,16454674,1.433,6.547,"[10752, 28, 9648, 18]",0
366668,Playmobil: The Movie,2019-06-10,16349303,4.3106,5.8,"[10751, 16, 35, 12]",0
487680,The Kitchen,2019-08-08,16000000,2.6182,6.109,"[28, 80, 18]",0
587272,Father There Is Only One,2019-08-02,15894372,1.16,7.66,"[35, 10751]",0
574302,Tazza: One Eyed Jack,2019-09-11,15704187,1.4569,6.324,"[80, 18]",0
535581,The Dead Don't Die,2019-05-15,15325468,4.7553,5.432,"[35, 27]",0
500852,Miss Bala,2019-01-25,15200000,2.5146,6.3,[28],0
622831,Mao Zedong 1949,2019-09-20,15030400,0.585,4.6,"[36, 18, 10752]",0
625489,Recep Ivedik 6,2019-11-07,14980989,0.6979,4.3,[35],0
469274,City Hunter,2019-02-06,14702744,1.8403,6.5,"[28, 35, 12]",0
560527,The Dude in Me,2019-01-09,14651772,2.9051,7.796,"[14, 35, 28]",0
452832,Serenity,2019-01-24,14500000,5.0789,5.5,"[53, 9648, 18]",0
595975,La Belle Époque,2019-11-06,13935410,1.2449,7.364,"[35, 18]",0
552178,Dark Waters,2019-11-22,13601384,4.2114,7.535,"[18, 53]",0
569905,"Mishmash, or Egg Nogg 3",2019-01-25,13200000,0.2095,5.0,"[35, 10749]",0
619265,The Cabin House,2019-10-31,13000000,0.0559,5.0,"[27, 53]",0
582681,Friend Zone,2019-02-14,12964399,0.8998,7.2,"[10749, 35]",0
589982,Spread Your Wings,2019-09-12,12703596,1.4453,7.5,"[12, 10751]",0
484468,The Wolf's Call,2019-02-20,12652790,3.2462,7.529,"[53, 28, 12]",0
542921,While at War,2019-09-27,12277353,1.3907,7.063,"[18, 36, 10752]",0
611291,Bring the Soul: The Movie,2019-08-07,12150259,1.578,8.387,"[10402, 99]",0
570480,Trouble,2019-08-08,12127842,7.2736,6.575,"[16, 12, 10751, 35, 10402]",0
636959,Sumikko Gurashi: The Pop-up Book and the Secret Child,2019-11-08,12000000,0.5586,7.125,"[16, 10751]",0
449998,The Invincible Dragon,2019-06-20,12000000,1.9074,4.6,"[28, 80, 53, 35]",0
540141,City Hunter: Shinjuku Private Eyes,2019-02-08,11962753,1.6029,6.4,"[16, 28, 35, 80, 9648]",0
566387,12 Suicidal Teens,2019-01-25,11950916,1.0651,6.402,"[9648, 18]",0
613200,The King's Avatar: For the Glory,2019-08-16,11903801,1.2915,6.5,"[16, 28, 18]",0
554753,Mirreyes vs Godínez,2019-01-25,11900000,0.7921,6.8,[35],0
574370,I Can Quit Whenever I Want,2019-04-12,11788968,0.7709,6.2,[35],0
571627,The Divine Fury,2019-07-31,11750306,1.7733,6.73,"[28, 27, 53]",0
569106,Mamangam,2019-12-12,11663406,0.4577,6.159,"[28, 10752, 53, 36, 12]",0
520900,The Personal History of David Copperfield,2019-11-07,11620337,1.5313,6.4,[35],0
416153,Arctic Dogs,2019-11-01,11285154,3.2587,6.057,"[16, 12, 35]",0
577970,Dilan 1991,2019-02-28,11283099,0.6267,7.0,"[18, 10749]",0
491473,Gloria Bell,2019-03-07,11145006,0.8715,5.964,"[18, 10749]",0
610892,Violet Evergarden: Eternity and the Auto Memory Doll,2019-09-06,10841702,2.8523,8.084,"[18, 14, 16]",0
568300,BTS World Tour: Love Yourself in Seoul,2019-01-26,10195760,1.3903,8.247,"[10402, 99]",0
393624,Official Secrets,2019-08-30,10100000,1.5093,7.2,"[53, 36, 18]",0
571756,Leberkäsjunkie,2019-08-01,10057790,0.7493,7.0,"[35, 80]",0
486589,Red Shoes and the Seven Dwarfs,2019-07-25,10054356,3.1727,7.7,"[16, 14, 10751, 35, 10749, 12]",0
658408,Rafadan Tayfa: Göbeklitepe,2019-12-27,10000000,0.2402,5.4,"[16, 878, 12, 10751]",0
628770,Sons Of Apollo: Live With The Plovdiv Psychotic Symphony,2019-08-30,10000000,0.0959,8.7,[10402],0
613853,Venky Mama,2019-12-13,10000000,0.5955,4.231,"[10751, 35, 18, 28]",0
553837,Code Geass: Lelouch of the Re;surrection,2019-02-09,9982083,2.112,7.15,"[16, 878, 80, 9648, 10752]",0
471707,Corpus Christi,2019-09-10,9943901,1.7732,7.634,[18],0
531428,Portrait of a Lady on Fire,2019-09-06,9923127,4.8842,8.1,"[18, 10749]",1
553600,Promare,2019-05-24,9869306,2.4634,7.068,"[16, 28, 878]",0
577990,Money Trap,2019-02-01,9831515,0.4213,5.609,"[35, 80, 28]",0
589976,Just Retired,2019-11-20,9796520,2.7602,5.5,[35],0
609108,iSmart Shankar,2019-07-18,9600000,0.6263,5.105,"[28, 878, 53]",0
579898,What's with This Granny?!‎,2019-08-07,9496174,0.6557,5.816,"[35, 10751]",0
620725,Jexi,2019-10-10,9341824,5.6352,6.754,[35],0
433502,The Aftermath,2019-03-01,9215591,3.3673,6.4,"[10752, 18, 10749]",0
572208,Women on the Run,2019-01-31,9131085,0.3543,6.016,"[35, 10749]",0
429471,Captive State,2019-03-15,8808611,2.6248,5.648,"[878, 28, 53]",0
522369,Sorry We Missed You,2019-10-04,8766149,1.5505,7.336,[18],0
622327,The Panti Sisters,2019-09-13,8727994,0.3139,4.7,"[35, 18, 10749]",0
591101,Mardaani 2,2019-12-12,8700000,0.8237,7.1,"[28, 80, 53]",0
428045,Iron Mask,2019-08-16,8685794,4.3657,6.1,"[28, 12, 10751, 14]",0
468224,Tolkien,2019-05-03,8654322,5.8206,6.9,"[10752, 18, 10749]",0
570503,Tune in for Love,2019-08-28,8631781,2.0904,7.759,"[10749, 18]",0
574241,Poms,2019-05-09,8600192,1.0565,6.538,"[35, 18]",0
581518,When Hitler Stole Pink Rabbit,2019-12-25,8541775,0.873,7.055,[18],0
606952,The Goddess of Fortune,2019-12-19,8277796,0.8668,7.095,[18],0
571296,Planet Single 3,2019-02-08,7935472,0.2745,6.851,"[35, 10749]",0
567629,Battle of Jangsari,2019-09-25,7883200,1.9099,6.848,"[18, 36, 10752]",0
529589,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,2019-01-04,7733048,0.9895,7.0,"[10402, 16, 35]",0
575100,When Mom Is Away,2019-02-07,7478544,0.7259,6.484,"[35, 10751]",0
529862,Brittany Runs a Marathon,2019-08-23,7439448,1.1348,6.613,"[35, 18]",0
596054,Heroic Losers,2019-08-15,7364054,0.9303,7.564,"[35, 53]",0
614587,Lupin III: The First,2019-12-06,7334393,2.2996,7.3,"[12, 16, 35, 80]",0
639999,Ejen Ali: The Movie,2019-11-28,7324768,0.7801,8.292,"[16, 28, 12, 10751, 878]",0
582206,The Best Is Yet to Come,2019-12-04,7201952,1.0172,6.8,"[35, 18]",0
533715,The Big Trip,2019-04-27,7189283,1.6875,6.9,"[16, 35, 12, 10751]",0
935991,Sedutores da Internet,2019-10-13,7081810,0.0143,0.0,"[35, 18, 36, 10402, 10749, 27, 80]",0
562289,Head Over Heels 3,2019-04-11,7033642,0.2374,7.0,[35],0
508791,The Sun Is Also a Star,2019-05-16,6800000,1.3806,6.972,"[10749, 18]",0
567801,Billion,2019-04-18,6740201,0.7681,4.9,"[35, 28]",0
599672,The Blue Elephant 2,2019-07-25,6627695,0.5147,7.6,"[53, 9648, 18]",0
507990,Run the Race,2019-02-22,6424420,0.6426,6.948,[18],0
589209,Dragon Force: Rise of Ultraman,2019-01-18,6312906,0.2959,3.7,"[16, 28, 12, 35, 18, 10751, 878]",0
613349,A Good Doctor,2019-12-11,6294941,0.8789,6.538,[35],0
657355,Yo-kai Watch Jam: Yo-kai Academy Y - Can a Cat Be a Hero?,2019-12-13,6154894,1.2262,6.5,"[16, 12, 28, 35, 10751, 14]",0
660033,How I Became a Gangster,2019-12-25,5975729,3.2204,7.013,"[80, 28]",0
621191,Blue Story,2019-11-22,5750000,1.6884,7.273,"[80, 18, 10749]",0
583132,Sadako,2019-05-24,5589910,1.5621,5.889,[27],0
592739,"Cetto c'è, senzadubbiamente",2019-11-21,5556301,0.3966,5.322,[35],0
604165,Kamen Rider Zi-O the Movie: Over Quartzer,2019-07-26,5530199,0.1244,6.7,"[28, 12, 878, 18]",0
539651,Don't Let Go,2019-08-30,5300000,1.3992,6.884,"[27, 9648, 878, 53]",0
611740,Danur 3: Sunyaruri,2019-09-26,5190487,0.4879,6.6,"[27, 9648, 53]",0
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019-08-30,5078942,2.6856,8.045,"[16, 12, 35, 14]",0
543084,The Biggest Little Farm,2019-06-05,5070484,0.8101,7.579,[99],0
581933,Natasaarvabhowma,2019-02-07,5063840,0.4127,7.3,[28],0
592336,Don't Stop Me Now,2019-04-18,5000000,0.462,6.344,[35],0
586954,Latte and the Magic Waterstone,2019-12-11,4983582,1.429,6.6,"[16, 12, 10751, 35]",0
411728,The Professor and the Madman,2019-03-07,4957273,2.2319,7.128,"[36, 18, 9648, 53]",0
517093,Balkan Line,2019-03-21,4944386,2.1884,7.4,"[18, 28, 10752]",0
650360,Pocket Hercules: Naim Suleymanoglu,2019-11-22,4920899,0.4759,7.593,[18],0
639251,Kral Şakir: Korsanlar Diyarı,2019-10-04,4919713,0.1634,5.438,"[16, 12]",0
517468,The Truth,2019-10-10,4873627,2.0147,5.994,[18],0
611259,The Space Between the Lines,2019-09-12,4846415,0.555,6.321,"[10749, 18]",0
567973,Furie,2019-02-22,4822485,1.3374,6.616,"[28, 18, 53]",0
615165,Her Blue Sky,2019-10-11,4736031,1.8399,7.3,"[16, 10749]",0
611914,The Courier,2019-11-22,4700862,3.8639,5.949,"[28, 53, 12, 80]",0
563907,All You Need is Crime,2019-01-10,4695495,0.319,5.942,[35],0
532938,The Shiny Shrimps,2019-05-08,4645750,0.9304,6.574,[35],0
403300,A Hidden Life,2019-08-27,4645140,2.75,7.2,"[36, 18, 10752]",0
594427,Face Off 4: The Walking Guests,2019-04-12,4594513,0.081,5.3,"[35, 27]",0
613674,F.C. De Kampioenen 4: Viva Boma!,2019-12-18,4591809,0.2547,7.4,[35],0
441384,The Beach Bum,2019-03-21,4554416,2.8075,5.7,"[35, 18]",0
606943,Ittymaani: Made In China,2019-09-06,4400000,0.6239,4.2,"[35, 18]",0
605804,The Wretched,2019-12-15,4369493,1.4394,6.1,"[27, 9648, 53]",0
535845,Brian Banks,2019-08-09,4300000,1.9661,7.199,[18],0
516700,Gundala,2019-08-29,4223384,0.7252,6.2,"[28, 12, 878]",0
603552,Ardaas Karaan,2019-07-19,4165528,0.288,6.0,[18],0
536506,My Dog Stupid,2019-10-30,4040319,0.7635,6.019,[35],0
515818,Yao,2019-01-23,4017253,3.1548,6.591,"[35, 18, 12]",0
575359,Odessa,2019-09-05,4000000,0.3952,5.579,"[35, 10749, 18]",0
686901,Seer Movie 7: Crazy Intelligence,2019-08-02,3956317,0.1889,5.0,"[16, 12, 35, 14]",0
509733,Spy Cat,2019-04-11,3882729,1.8659,6.7,"[16, 12, 35, 10751]",0
553002,Horrible Histories: The Movie — Rotten Romans,2019-07-26,3845645,1.684,5.2,"[35, 10751, 12]",0
656858,Driving Licence,2019-12-20,3803406,0.4441,6.625,"[18, 53, 35]",0
499573,Top End Wedding,2019-05-02,3681669,0.8161,5.875,[35],0
566100,Cemara's Family,2019-01-03,3668150,1.5194,8.037,"[10751, 18]",0
617483,Chal Mera Putt,2019-07-26,3600000,0.4561,7.0,"[35, 18]",0
446159,Bacurau,2019-08-29,3554178,2.2233,7.66,"[9648, 37, 53]",0
514921,The Aeronauts,2019-11-04,3485251,4.3029,6.796,"[12, 18, 10749]",0
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,523542183,11.204,8.206,"[16, 28, 14]",1
508935,The Eight Hundred,2020-08-14,461421559,2.8184,6.957,"[10752, 36, 18, 28]",0
715904,"Metallica: WorldWired Tour - Live in Manchester, England - June 18, 2019",2020-06-08,426900000,0.1121,10.0,[10402],0
38700,Bad Boys for Life,2020-01-15,426505244,11.4413,7.122,"[53, 28, 80]",0
577922,Tenet,2020-08-22,365304105,11.1158,7.176,"[28, 53, 878]",0
454626,Sonic the Hedgehog,2020-02-12,319715683,14.8371,7.29,"[28, 878, 35, 10751]",0
448119,Dolittle,2020-01-02,251410631,7.9733,6.584,"[10751, 35, 14, 12]",0
1198553,Nidja's Kitchen 2,2020-10-13,250000000,0.0416,0.0,"[35, 18]",0
635389,Jiang Ziya,2020-10-01,240656068,1.8665,7.268,"[16, 28, 14, 12]",0
559974,Shock Wave 2,2020-12-24,226400000,1.344,7.088,"[28, 80, 53]",0
716815,A Little Red Flower,2020-12-31,216000000,0.7386,6.5,"[18, 10751]",0
529203,The Croods: A New Age,2020-11-25,215905815,8.5011,7.451,"[16, 10751, 12, 14, 35]",0
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,205537933,12.199,6.885,"[28, 80]",0
464052,Wonder Woman 1984,2020-12-16,169601036,12.6891,6.375,"[28, 12, 14]",0
748685,The Sacrifice,2020-10-23,161047608,1.2432,5.769,"[10752, 36, 28, 18]",0
570670,The Invisible Man,2020-02-26,144492724,7.5155,7.101,"[53, 878, 27]",0
508439,Onward,2020-02-29,141888276,6.8664,7.645,"[10751, 35, 12, 16, 14]",0
508442,Soul,2020-12-25,121977511,12.6301,8.097,"[16, 10751, 35, 14, 18, 10402]",0
522627,The Gentlemen,2020-01-01,115171795,7.5685,7.668,"[35, 80]",0
481848,The Call of the Wild,2020-02-19,111200000,7.0461,7.524,"[12, 10751, 18]",0
695297,Khobz Khabzteh,2020-04-15,77000000,0.0703,6.0,[35],0
337401,Mulan,2020-09-04,69965374,9.8898,6.837,"[12, 14, 28]",0
1029460,The Western,2020-02-21,69000000,0.1342,10.0,[37],0
757860,The Yin-Yang Master: Dream of Eternity,2020-12-24,69000000,2.1263,7.269,"[28, 18, 14, 9648, 878]",1
524047,Greenland,2020-07-29,52300000,30.4501,7.128,"[28, 12, 53, 878]",0
593402,Tolo Tolo,2020-01-01,52186426,0.5837,6.111,"[35, 18, 10751]",0
604822,Vanguard,2020-01-22,50866901,3.4548,6.359,"[28, 12, 35, 80, 53]",0
539537,Fantasy Island,2020-02-12,49500000,6.4717,5.8,"[12, 14, 27, 9648]",0
446893,Trolls World Tour,2020-03-11,49276818,5.8219,7.246,"[10751, 16, 35, 14, 12, 10402]",0
340102,The New Mutants,2020-04-02,49169594,6.7818,6.085,"[878, 27, 28]",0
584850,Tanhaji: The Unsung Warrior,2020-01-10,48375000,0.8,6.355,"[28, 18, 36]",0
613504,After We Collided,2020-09-02,47990414,5.6814,7.158,"[10749, 18]",0
607313,Sarileru Neekevvaru,2020-01-10,46892742,1.0237,6.033,[28],0
425001,The War with Grandpa,2020-08-27,43387445,3.8181,6.442,"[35, 10751]",0
581392,Peninsula,2020-07-15,42698327,4.7586,6.731,"[27, 28, 53, 12]",0
458576,Monster Hunter,2020-12-03,42145959,5.0916,6.533,"[28, 14, 12]",0
443791,Underwater,2020-01-08,40882928,7.0881,6.284,"[27, 878, 28, 12]",0
338762,Bloodshot,2020-03-05,39861118,5.818,6.687,"[28, 878, 12]",0
625568,Unhinged,2020-07-16,39238300,5.1289,6.44,"[28, 53, 27]",0
657350,The Confidence Man JP – Episode of the Princess –,2020-07-23,35762324,1.2356,6.609,"[35, 9648]",0
581526,Deliver Us from Evil,2020-08-05,34662454,2.8603,6.894,"[80, 28, 18]",0
682153,Doraemon: Nobita's New Dinosaur,2020-08-07,34218525,2.7502,7.356,"[16, 12, 10751, 14, 878, 35]",0
