tmdb_id,title,release_date,revenue,popularity,vote_average,genre_ids,is_lgbt
68179,Escape from Planet Earth,2013-02-14,74597643,2.6278,5.8,"[16, 35, 12, 10751, 878]",0
152737,August: Osage County,2013-12-26,74188937,2.0515,6.855,"[35, 18]",0
146304,The Best Man Holiday,2013-11-15,71625195,1.1954,6.5,[35],0
109091,The Counselor,2013-10-25,71009334,5.191,5.286,"[53, 80, 18]",0
158011,The Call,2013-03-14,68572378,3.6177,6.793,"[80, 53]",0
164558,One Direction: This Is Us,2013-08-20,68500000,2.044,8.246,"[99, 10402]",0
203793,Stalingrad,2013-10-09,68129518,0.1036,6.374,"[10752, 28, 18]",0
202575,The House of Magic,2013-12-24,64197205,2.2831,6.315,"[10751, 14, 16, 12]",0
44865,The Grandmaster,2013-01-10,64076736,3.97,6.62,"[28, 18, 36]",0
109421,Side Effects,2013-02-07,63414135,3.5304,6.612,"[53, 80, 18]",0
72710,The Host,2013-03-22,63300000,3.9186,6.286,"[28, 12, 878]",0
146238,Runner Runner,2013-09-24,62600000,2.2363,5.639,"[80, 53, 18]",0
205022,Chennai Express,2013-08-08,62000000,2.575,6.512,"[10749, 35, 28]",0
49524,R.I.P.D.,2013-07-18,61600000,5.2689,5.852,"[14, 28, 35]",0
59859,Kick-Ass 2,2013-07-17,60795985,6.9408,6.403,"[28, 12, 80]",0
139038,A Haunted House,2013-01-11,60141683,3.4337,5.948,"[35, 27]",0
109491,Beautiful Creatures,2013-02-13,60052138,2.2576,6.034,"[14, 18, 10749]",0
169881,The Physician,2013-12-25,57300000,4.534,7.342,"[12, 18, 36]",0
152532,Dallas Buyers Club,2013-11-01,55736588,4.5942,7.918,"[18, 36]",1
175555,A Madea Christmas,2013-12-13,53396635,1.4938,6.5,"[35, 18]",0
97006,Temptation: Confessions of a Marriage Counselor,2013-03-29,53143144,1.2525,6.623,[18],0
231176,Sun In Buckets,2013-10-31,51936318,0.449,6.763,[35],0
204082,Homefront,2013-11-12,51695362,9.9078,6.9,"[28, 53]",0
145247,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013-12-25,51167572,1.9298,6.8,"[12, 35, 18]",0
146239,Delivery Man,2013-10-10,51164106,1.4532,6.249,[35],0
117319,Vishwaroopam,2013-01-25,51000000,0.8934,6.3,"[28, 53]",0
126963,Dragon Ball Z: Battle of Gods,2013-03-30,50461371,5.5316,6.808,"[16, 28, 878]",0
160704,The Berlin File,2013-01-30,48965210,1.224,6.684,"[28, 53, 80]",0
107811,21 & Over,2013-03-01,48065672,2.9085,5.825,[35],0
152601,Her,2013-12-18,47351251,14.9294,7.841,"[10749, 878, 18]",0
76617,Texas Chainsaw 3D,2013-01-03,47340586,7.9923,5.48,"[27, 53]",1
211711,Tiny Times 2,2013-08-07,47289937,0.769,4.267,"[18, 35, 10749]",0
97367,The Place Beyond the Pines,2013-03-20,47135966,4.4796,6.985,"[18, 80]",0
202220,Badges of Fury,2013-06-18,46495296,1.4996,5.349,"[35, 28, 80]",0
119283,Parker,2013-01-23,46216641,4.6593,6.074,"[28, 80]",0
107985,The World's End,2013-07-18,46100000,5.999,6.807,"[35, 28, 878]",0
185008,Yeh Jawaani Hai Deewani,2013-05-31,46000000,1.6462,7.3,"[10749, 35]",0
996759,Below zero,2013-01-01,45000000,0.1738,6.0,[35],0
64807,Grudge Match,2013-12-25,44907260,4.3691,6.1,[35],0
195300,"The Chef, The Actor, The Scoundrel",2013-03-29,44400000,0.6705,6.327,"[35, 28]",0
230222,Tarzan,2013-10-17,44095996,4.6657,5.663,"[16, 28, 12, 10751]",0
134411,Snitch,2013-02-21,42930462,4.082,6.118,"[53, 18, 28]",0
218726,Doraemon: Nobita's Secret Gadget Museum,2013-03-09,42770271,1.8767,6.3,"[12, 10751, 16, 35, 14, 878]",0
115782,Jobs,2013-08-15,42100000,3.6867,6.125,"[18, 36]",0
238811,No Man's Land,2013-12-03,41807000,0.9634,6.9,"[80, 18, 53, 37]",0
239529,Lupin the Third vs. Detective Conan: The Movie,2013-12-07,41397727,3.7363,6.883,"[16, 28, 53]",0
204553,Cold Eyes,2013-07-03,37795598,2.4308,7.5,"[80, 28, 53]",0
112205,The Family,2013-09-13,36894225,4.4493,6.359,"[80, 35, 28]",0
228805,Detective Conan: Private Eye in the Distant Sea,2013-04-19,36324232,2.6373,6.6,"[16, 28, 18]",0
204668,Belle and Sebastian,2013-12-18,35825575,1.3803,6.9,[12],0
209764,The Terror Live,2013-07-31,35659824,0.9434,7.2,"[80, 18, 53]",0
214209,Hide and Seek,2013-08-14,35461505,1.0267,6.544,"[53, 9648]",0
98357,Broken City,2013-01-18,34737199,4.0972,5.949,"[53, 80, 18]",0
184219,Pee Mak,2013-03-28,33000000,1.3087,7.163,"[35, 10749, 27]",0
86829,Inside Llewyn Davis,2013-10-18,32935319,4.3963,7.191,"[18, 10402]",0
182219,Serial Teachers,2013-04-17,32867967,0.0666,5.433,[35],0
153158,Underdogs,2013-07-18,32768940,3.2835,6.991,"[16, 12, 10749]",0
103731,Mud,2013-04-26,32613173,5.3513,7.059,[18],0
87818,Movie 43,2013-01-24,32443111,5.001,4.636,[35],0
227679,Pokémon the Movie: Genesect and the Legend Awakened,2013-07-13,32293377,2.1645,6.3,"[28, 12, 16, 10751]",0
181330,Kevin Hart: Let Me Explain,2013-07-03,32230907,0.8109,6.725,"[35, 99]",0
122081,Spring Breakers,2013-03-06,32016127,4.4454,5.25,"[18, 80]",0
235984,Goliyon Ki Raasleela Ram-Leela,2013-11-14,32000000,1.2289,6.972,"[18, 10749]",0
140870,Minuscule: Valley of the Lost Ants,2013-11-17,30000000,2.0835,6.974,"[16, 12, 10751]",0
184155,Legend No. 17,2013-04-17,29523237,0.4022,6.746,[18],0
150117,I Give It a Year,2013-02-08,29200000,2.2986,5.521,"[35, 10749]",0
192136,Mandela: Long Walk to Freedom,2013-11-28,27985788,1.3577,6.867,"[18, 36]",0
145135,Dark Skies,2013-02-21,27858103,2.973,6.329,"[878, 53, 27]",0
129670,Nebraska,2013-09-21,27700000,6.3084,7.452,"[18, 12]",0
124459,The Incredible Burt Wonderstone,2013-03-14,27437881,2.3392,5.706,[35],0
172391,Khumba,2013-07-18,27200000,2.6123,6.03,"[16, 12, 10751]",0
180147,We Are the Nobles,2013-03-28,26433651,1.4021,7.923,[35],0
213015,Unbeatable,2013-08-15,25820000,0.989,6.9,"[18, 28]",0
209263,Enough Said,2013-09-18,25288872,1.75,6.721,"[35, 18, 10749]",0
206324,Bhaag Milkha Bhaag,2013-07-12,25000000,0.9986,7.489,"[36, 18]",0
179144,The Great Beauty,2013-05-21,24930592,2.1555,7.511,[18],0
149871,The Tale of The Princess Kaguya,2013-11-23,24366656,4.3169,8.093,"[16, 18, 14]",0
68727,Trance,2013-03-27,24300000,3.6162,6.617,"[53, 80, 9648]",0
127560,The Railway Man,2013-12-02,24174885,1.2946,6.839,"[18, 36]",0
147773,The Way Way Back,2013-06-06,23198652,1.9189,7.133,"[35, 18]",0
175528,Baggage Claim,2013-09-27,22456509,1.2406,5.264,"[10749, 35]",0
87567,The Big Wedding,2013-04-25,21800000,2.102,5.839,[35],0
118289,Diana,2013-09-19,21766271,1.831,5.598,"[18, 10749]",0
188540,Arrambam,2013-10-31,21000000,0.4405,6.261,"[28, 53, 18]",0
203217,My Mom Is a Character,2013-06-21,20552094,0.5577,7.745,[35],0
130150,Labor Day,2013-12-27,20275812,4.5189,7.033,"[18, 10749, 53]",0
177945,"Like Father, Like Son",2013-09-24,19978961,2.6651,7.694,[18],0
146381,Justin and the Knights of Valour,2013-08-09,19799759,1.5493,5.909,"[16, 12]",0
152584,Blue Is the Warmest Color,2013-10-09,19796489,4.1313,7.067,"[10749, 18]",1
200085,The Flu,2013-08-14,19775853,2.8346,7.514,"[28, 878, 53]",0
102362,Dead Man Down,2013-03-08,19600000,3.0906,6.163,"[53, 28, 80, 18]",0
152742,The Best Offer,2013-01-01,19255873,3.2034,7.806,"[18, 10749, 80]",0
96936,The Bling Ring,2013-06-12,19145732,3.9191,5.432,"[18, 80]",0
220714,Grand Masti,2013-09-13,19000000,0.3416,4.7,"[35, 10749]",0
144340,Admission,2013-03-21,18637201,1.1582,5.601,"[35, 18, 10749]",0
250895,Ivan Tsarevich & the Grey Wolf 2,2013-12-26,18315000,0.2704,6.2,"[16, 12, 10751]",0
192577,Space Pirate Captain Harlock,2013-09-07,18010317,1.8301,6.609,"[16, 878]",0
171879,The Attacks Of 26/11,2013-03-01,18000000,0.2688,7.2,"[28, 80, 36, 53]",0
165904,Special 26,2013-02-07,18000000,0.9053,7.296,"[80, 18, 53]",0
180900,Shield of Straw,2013-04-25,17876628,1.2597,6.4,"[53, 80]",0
157354,Fruitvale Station,2013-07-26,17600000,2.6477,7.356,[18],0
191714,The Lunchbox,2013-09-20,17240000,2.5667,7.361,"[18, 10749]",0
115348,Paranoia,2013-08-14,17056265,2.2118,5.73,"[18, 53]",0
161808,Celal and Ceren,2013-01-18,16999831,0.2898,4.103,"[35, 10749]",0
206408,Chinese Puzzle,2013-12-04,16968297,1.4207,6.574,"[35, 18, 10749]",0
109417,Battle of the Year,2013-09-21,16549477,1.611,6.793,"[10402, 18]",0
205601,Belle,2013-05-01,16500000,5.7997,7.075,[18],0
192558,Aashiqui 2,2013-04-26,16000000,2.582,6.819,"[18, 10749]",0
245917,Gintama: The Final Chapter - Be Forever Yorozuya,2013-07-04,15954700,1.9144,8.0,"[28, 35, 16]",0
119675,Behind the Candelabra,2013-05-26,15600000,2.0073,6.598,"[18, 10749]",1
164457,Out of the Furnace,2013-11-12,15400000,3.1946,6.565,"[53, 18, 80]",0
234339,A Boy Called H,2013-08-10,15300000,0.6022,7.8,[18],0
209274,Ida,2013-10-25,15298355,1.6925,7.233,"[18, 36]",0
146203,The Last Exorcism Part II,2013-02-28,15200000,0.8696,4.684,"[27, 53]",0
280928,A Chilling Cosplay,2013-10-29,15000000,0.7742,4.4,"[53, 28, 18, 27]",0
163786,Crayon Shin-chan: Very Tasty! B-class Gourmet Survival!!,2013-04-19,14700000,1.3074,7.3,[16],0
83899,You're Next,2013-08-22,14347000,3.2716,6.605,"[27, 53, 9648]",0
196024,The Keeper of Lost Causes,2013-10-03,13700000,2.1312,7.054,"[53, 9648, 80]",0
258216,Nymphomaniac: Vol. I,2013-12-25,13545832,1.8105,6.8,[18],0
176590,Mirchi,2013-02-08,13081410,1.2465,6.3,"[28, 18]",0
212162,Puella Magi Madoka Magica the Movie Part III: Rebellion,2013-10-26,12947880,1.7752,7.723,"[9648, 16, 14]",0
171424,The Green Inferno,2013-09-08,12931420,2.9102,5.74,"[12, 27]",0
233842,Bunshinsaba 2,2013-07-16,12705475,0.3447,4.167,"[27, 53]",0
211755,Hunter x Hunter: Phantom Rouge,2013-01-12,12705094,2.7667,7.0,"[16, 12, 14, 28]",0
230731,Louis & Luca and the Snow Machine,2013-11-08,12345881,0.5208,6.8,"[16, 10751]",0
86825,Stoker,2013-02-28,12077441,3.0193,6.641,"[18, 27, 53]",0
244049,Drishyam,2013-12-19,12000000,1.6037,7.53,"[53, 80, 18, 10751]",0
224219,Action 3D,2013-06-21,12000000,3.1214,4.0,[35],0
189227,Soodhu Kavvum,2013-05-01,12000000,0.3741,7.1,"[35, 53, 80]",0
144789,I'm So Excited!,2013-03-08,11724119,0.8899,5.708,[35],1
222772,Lion's Heart,2013-08-15,11719123,0.3165,6.78,"[35, 10749, 18]",0
186161,The Gilded Cage,2013-04-19,11311521,0.8903,6.734,[35],0
258439,The Story of Zhou Enlai,2013-06-26,11200000,0.2994,6.5,"[18, 36]",0
132344,Before Midnight,2013-04-05,11176469,2.0537,7.498,"[10749, 18]",0
271407,The Princess,2013-08-07,11166649,0.1867,5.0,[18],0
214674,Zone Pro Site: The Moveable Feast,2013-08-16,11074988,0.4079,6.2,"[35, 18]",0
179690,What Men Do!,2013-02-27,11028171,0.2466,3.1,[35],0
227062,Vanakkam Chennai,2013-10-11,11000000,0.1663,5.846,"[10749, 35]",0
188640,Shootout at Wadala,2013-05-03,11000000,0.0397,5.4,"[28, 80, 18, 36]",0
229296,Justin Bieber's Believe,2013-12-19,10980157,0.9859,7.0,"[99, 10402]",0
209361,One Chance,2013-09-09,10900434,5.1981,6.644,"[18, 35, 10402]",0
156236,Cycling with Molière,2013-01-16,10759874,0.5323,6.5,"[18, 35]",0
187442,¡Asu Mare!,2013-04-11,10700000,0.4267,6.9,[35],0
152780,The Past,2013-05-17,10631747,1.1085,7.228,"[18, 9648]",0
146227,Getaway,2013-08-29,10501938,1.845,5.036,"[28, 80]",0
157820,Mood Indigo,2013-01-10,10435322,0.6763,6.127,"[18, 14]",0
170689,Möbius,2013-02-17,10357345,1.2221,5.737,"[18, 53]",0
193197,Seethamma Vakitlo Sirimalle Chettu,2013-01-11,10349042,0.935,6.857,"[10751, 18]",0
77987,Only God Forgives,2013-05-30,10300000,2.1865,5.826,"[18, 53, 80]",0
289301,Fake Fiction,2013-08-23,10033039,0.3712,4.667,"[18, 35]",0
313106,Doctor Who: The Day of the Doctor,2013-11-23,10000000,2.731,8.191,"[878, 12]",0
233364,Must Be... Love,2013-03-12,10000000,0.5429,5.5,"[35, 10749]",0
177699,Alan Partridge: Alpha Papa,2013-07-24,9800000,1.1586,6.639,[35],0
184314,Young & Beautiful,2013-08-21,9757417,3.368,6.5,[18],0
199534,Wolf Creek 2,2013-08-30,9630444,2.4274,6.399,"[27, 53]",0
178915,Welcome Mr. President!,2013-03-21,9500000,0.4319,6.162,[35],0
157841,The Young and Prodigious T.S. Spivet,2013-10-16,9494789,2.1009,6.879,"[12, 18, 10751]",0
72359,Peeples,2013-05-09,9300000,2.8674,5.6,[35],0
85889,Filth,2013-09-23,9114264,8.2345,6.841,"[80, 18, 35]",0
121986,Frances Ha,2013-05-17,8986144,2.4133,7.3,"[35, 18]",0
214100,Sunshine on Leith,2013-10-03,8800000,1.1095,6.6,"[10402, 35, 18]",0
162903,The Fifth Estate,2013-10-11,8555008,1.8997,6.0,"[18, 53]",0
182954,Naayak,2013-01-09,8552550,0.7473,4.8,"[28, 18]",0
212716,What If,2013-09-07,8500000,1.9143,6.7,"[18, 35, 10749]",0
204275,Balupu,2013-06-29,8500000,0.5311,5.941,"[28, 35]",0
257527,Sadako 3D 2,2013-08-30,8385405,4.9902,4.733,[27],0
136418,Hummingbird,2013-05-07,8352885,4.8035,6.178,"[28, 53]",0
76975,Samar,2013-01-13,8300000,0.2331,5.0,"[28, 53]",0
152603,Only Lovers Left Alive,2013-12-12,8213623,2.9178,7.202,"[18, 10749, 14]",0
244188,The Palace,2013-08-13,8128298,0.8959,7.05,"[18, 10749]",0
139521,Matru Ki Bijlee Ka Mandola,2013-01-10,8100000,0.3596,5.593,"[35, 18]",0
193613,Metallica: Through the Never,2013-09-25,7972967,1.1043,6.772,[10402],0
209403,Bad Words,2013-09-06,7800000,1.8202,6.395,[35],0
186834,Balala the Fairies,2013-01-30,7600000,0.2302,0.0,"[16, 10751, 10770]",0
201386,F.C. De Kampioenen: Kampioen zijn blijft plezant,2013-12-17,7471304,0.1101,6.2,[35],0
239523,Hunter x Hunter: The Last Mission,2013-12-27,7449778,2.2181,7.0,"[12, 16, 28, 14]",0
236317,My World,2013-10-25,7406037,1.1476,7.5,[18],0
241693,Beyond Beauty: Taiwan from Above,2013-11-01,7400000,0.326,7.7,[99],0
208036,Ramaiya Vastavaiya,2013-07-19,7300000,1.3432,6.237,"[10749, 28, 35]",0
159774,Zip & Zap and the Marble Gang,2013-10-04,7242828,0.4322,5.918,"[12, 35, 10751]",0
264357,The Anderssons Hit the Road,2013-12-25,7175709,0.3674,4.4,"[35, 10751]",0
149087,Turning Tide,2013-11-06,7029858,0.9164,6.223,"[12, 18]",0
175541,Black Nativity,2013-11-27,7018189,0.8857,5.073,"[10402, 18]",0
157386,The Spectacular Now,2013-08-02,6854611,2.9973,6.676,"[35, 18, 10749]",0
238930,Brain Drain,2013-11-21,6804918,0.6962,3.888,[35],0
180680,Himmatwala,2013-03-29,6800000,0.0452,2.99,"[28, 35, 18]",0
166666,3096 Days,2013-02-21,6677474,2.3212,7.39,[18],0
215776,Madras Cafe,2013-08-23,6500000,0.7057,6.604,"[53, 18, 28]",0
186747,Ek Thi Daayan,2013-04-18,6500000,0.498,5.0,"[27, 10749, 53]",0
139300,Ticket to Vegas,2013-01-24,6134438,0.374,4.111,"[12, 35]",0
152747,All Is Lost,2013-08-23,6108720,1.9471,6.648,"[28, 12, 18]",0
128206,Shahid,2013-10-18,6100000,0.2919,7.225,"[18, 80]",0
1470494,The Adventures of Sinbad,2013-03-22,6060000,0.1357,0.0,"[16, 12]",0
159014,20 Feet from Stardom,2013-06-14,5892466,1.2571,7.2,"[99, 10402]",0
152599,The Immigrant,2013-11-27,5867686,1.4678,6.3,"[18, 10749]",0
244088,Human Capital,2013-12-03,5809330,0.7862,7.447,[18],0
146223,Closed Circuit,2013-08-28,5750401,1.9018,5.911,"[9648, 18, 80, 53]",0
206851,D-Day,2013-07-19,5600000,0.4483,6.6,"[28, 53]",0
193173,Ah Boys To Men 2,2013-01-31,5600000,0.3097,6.909,"[35, 18, 10752]",0
214087,The Finishers,2013-09-07,5599114,0.4045,6.9,[18],0
209355,The French Minister,2013-11-06,5586646,0.8402,6.028,[35],0
175774,Ruby Red,2013-03-14,5524381,2.1445,6.9,"[14, 18, 10749]",0
157690,On My Way,2013-05-16,5505705,0.3383,6.464,"[18, 35]",0
180853,Chashme Baddoor,2013-04-05,5500000,5.1951,4.5,"[35, 18]",0
91314,Transformers: Age of Extinction,2014-06-25,1104054072,10.3707,5.957,"[878, 28, 12]",0
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,956019788,20.3557,7.331,"[28, 12, 14]",0
118340,Guardians of the Galaxy,2014-07-30,772776600,10.5501,7.905,"[28, 878, 12]",0
102651,Maleficent,2014-05-28,758539785,16.0869,7.1,"[14, 12, 28, 10751, 10749]",0
131631,The Hunger Games: Mockingjay - Part 1,2014-11-19,755356711,12.92,6.817,"[878, 12, 53]",0
157336,Interstellar,2014-11-05,746606706,46.8378,8.467,"[12, 18, 878]",0
127585,X-Men: Days of Future Past,2014-05-15,746045700,13.7752,7.529,"[28, 12, 878]",0
100402,Captain America: The Winter Soldier,2014-03-20,714766572,8.5808,7.654,"[28, 12, 878]",0
119450,Dawn of the Planet of the Apes,2014-07-08,710644566,11.5862,7.336,"[878, 28, 18, 53]",0
102382,The Amazing Spider-Man 2,2014-04-16,708962323,13.7084,6.525,"[28, 12, 878]",0
177572,Big Hero 6,2014-10-24,657870525,19.9639,7.725,"[12, 10751, 16, 28, 35]",0
82702,How to Train Your Dragon 2,2014-06-05,621537519,12.8577,7.679,"[14, 28, 12, 16, 35, 10751]",0
190859,American Sniper,2014-12-25,542300000,9.3832,7.414,"[10752, 28]",0
124905,Godzilla,2014-05-14,524978362,8.4328,6.352,"[28, 18, 878]",0
172385,Rio 2,2014-03-19,498781117,5.7971,6.523,"[16, 12, 35, 10751]",0
98566,Teenage Mutant Ninja Turtles,2014-08-07,485004754,12.4938,5.925,"[878, 28, 12, 35]",0
137106,The Lego Movie,2014-02-06,470759687,8.4482,7.421,"[16, 10751, 12, 35, 14]",0
240832,Lucy,2014-07-25,469058574,11.1796,6.471,"[28, 878]",0
270946,Penguins of Madagascar,2014-11-22,373515621,10.2122,6.531,"[10751, 16, 12, 35]",0
210577,Gone Girl,2014-10-01,370890259,20.2058,7.889,"[9648, 53, 18]",0
137113,Edge of Tomorrow,2014-05-27,370541256,12.0481,7.633,"[28, 878]",0
181533,Night at the Museum: Secret of the Tomb,2014-12-17,363204635,9.4273,6.222,"[12, 35, 14, 10751]",0
86834,Noah,2014-03-07,362600000,8.2136,5.673,"[18, 12]",0
198663,The Maze Runner,2014-09-10,348319861,17.2084,7.189,"[28, 9648, 878, 53]",0
53182,300: Rise of an Empire,2014-03-05,337580051,8.7022,6.114,"[28, 18, 10752]",0
187017,22 Jump Street,2014-06-05,331333876,6.5643,6.827,"[80, 35, 28]",0
116149,Paddington,2014-11-24,326113057,6.0756,7.1,"[35, 12, 10751]",0
260346,Taken 3,2014-12-16,325800000,11.6463,6.26,"[53, 28]",0
222935,The Fault in Our Stars,2014-06-02,307166834,5.6971,7.594,"[10749, 18]",0
157350,Divergent,2014-03-14,288885818,8.4414,6.908,"[28, 12, 878]",0
82703,Mr. Peabody & Sherman,2014-02-07,272912430,5.6564,6.718,"[16, 878, 35, 12, 10751]",0
195589,Neighbors,2014-05-08,270665134,4.6557,6.184,[35],0
147441,Exodus: Gods and Kings,2014-12-03,268031828,6.969,5.882,"[12, 18, 28]",0
250546,Annabelle,2014-10-01,257589952,6.9547,5.789,[27],0
184315,Hercules,2014-07-23,244819862,10.7546,5.796,"[28, 12]",0
97020,RoboCop,2014-01-30,242688965,7.4388,5.886,"[878, 28, 80]",0
205596,The Imitation Game,2014-11-14,233555708,13.5229,7.987,"[36, 18, 53, 10752]",1
225574,Non-Stop,2014-02-26,222809600,5.9804,6.811,"[28, 53, 9648]",0
49017,Dracula Untold,2014-10-01,217124280,4.8667,6.451,"[27, 28, 14]",0
138103,The Expendables 3,2014-08-07,214657577,6.8505,6.205,"[28, 12, 53]",0
224141,Into the Woods,2014-12-24,212902372,4.1367,5.759,"[14, 35]",0
228150,Fury,2014-10-15,211817906,17.1379,7.541,"[10752, 18, 28]",0
136797,Need for Speed,2014-03-12,203277636,5.8235,6.429,"[28, 80, 18, 53]",0
193610,The Other Woman,2014-04-16,196800000,4.5685,6.424,"[35, 10749]",0
156022,The Equalizer,2014-09-24,192330738,23.1136,7.282,"[53, 28, 80]",1
284298,Breakup Buddies,2014-09-26,189000000,0.9619,6.2,"[35, 10749]",0
119892,The Monkey King,2014-01-09,182206924,3.3043,5.6,"[28, 12, 10751, 14]",0
262391,Serial (Bad) Weddings,2014-04-16,176404493,1.9137,6.666,[35],0
120467,The Grand Budapest Hotel,2014-02-26,174600318,16.6637,8.033,"[35, 18]",0
100042,Dumb and Dumber To,2014-11-12,169837010,5.0535,5.572,[35],0
227306,Unbroken,2014-12-25,163400000,4.4047,7.424,"[18, 10752]",0
216282,Into the Storm,2014-08-06,160600000,3.1828,6.054,"[28, 53]",0
152760,The Monuments Men,2014-01-24,154984035,4.0039,6.062,"[10752, 18, 36, 28]",0
168530,Ride Along,2014-01-07,153997819,3.6463,6.255,"[28, 35]",0
218836,Planes: Fire & Rescue,2014-07-17,151165787,4.1349,6.184,"[16, 35, 12, 10751]",0
294992,The Taking of Tiger Mountain,2014-12-24,141654055,2.0769,6.587,"[53, 10752, 12]",0
282631,The Admiral: Roaring Currents,2014-07-30,138342258,2.5437,7.037,"[10752, 28, 18, 36]",0
196867,Annie,2014-12-18,136853506,7.7621,6.237,"[35, 18, 10751]",0
193893,Let's Be Cops,2014-08-13,136600000,4.6455,6.462,[35],0
137094,Jack Ryan: Shadow Recruit,2014-01-15,135500000,4.7833,6.122,"[28, 18, 53]",0
232672,Blended,2014-05-21,128000000,7.183,6.891,"[35, 10749]",0
225886,Sex Tape,2014-07-17,126069509,10.4541,5.412,[35],0
266856,The Theory of Everything,2014-11-07,123726688,4.1833,7.835,"[18, 10749]",0
227783,The Nut Job,2014-01-17,120885527,2.9339,5.9,"[16, 35, 10751, 12]",0
297222,PK,2014-12-18,118920000,4.9718,7.705,"[35, 18, 878]",0
76649,Pompeii,2014-02-18,117831631,4.0823,5.549,"[28, 12, 36, 10749, 18]",0
68737,Seventh Son,2014-12-12,114178613,5.1386,5.5,"[12, 14]",0
238636,The Purge: Anarchy,2014-07-17,111928365,8.9824,6.629,"[27, 53]",0
423626,"Where Are We Going, Dad?",2014-01-31,111870000,0.3326,3.8,"[35, 10751]",0
170687,The Boxtrolls,2014-09-10,108255770,4.6246,6.701,"[16, 35, 10751, 14]",0
227159,Horrible Bosses 2,2014-11-12,107645357,5.7361,6.177,[35],0
270724,The Breakup Guru,2014-06-27,106640000,0.6809,4.29,"[10749, 35]",0
313108,Ode to My Father,2014-12-17,105365782,1.3022,7.388,[18],0
242512,Ouija,2014-10-24,103600000,3.3931,5.137,[27],0
194662,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,103215094,9.6539,7.445,"[18, 35]",0
157353,Transcendence,2014-04-16,103039258,5.2958,6.061,"[53, 878, 18, 9648]",0
236751,Heaven Is for Real,2014-04-16,101300000,4.1034,6.761,[18],0
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-08,100654149,2.4156,6.204,"[10751, 35]",0
226486,Tammy,2014-07-02,100375432,2.0345,5.339,[35],0
358651,Yo-kai Watch: The Movie,2014-12-20,99481307,1.4025,7.4,"[28, 16, 12, 35, 10751, 14]",0
290970,George Strait: The Cowboy Rides Away,2014-08-29,99000000,0.2047,10.0,"[10402, 10770]",0
228326,The Book of Life,2014-10-01,97437106,6.9677,7.526,"[16, 12, 35, 10751, 14]",0
227348,Paranormal Activity: The Marked Ones,2014-01-01,90894962,2.6748,5.425,"[27, 53]",0
228194,The Hundred-Foot Journey,2014-08-06,89500000,3.0835,7.274,"[18, 35]",0
245891,John Wick,2014-10-22,88761661,10.0287,7.5,"[28, 53]",0
184346,Deliver Us from Evil,2014-07-01,87937815,4.1306,6.2,"[53, 80, 27]",0
188161,A Million Ways to Die in the West,2014-05-22,86400000,6.6005,6.052,"[35, 37]",0
243683,Step Up All In,2014-07-15,86165646,4.0504,6.8,"[10749, 18, 10402]",0
205587,The Judge,2014-10-08,84419388,6.0202,7.331,[18],0
265712,Stand by Me Doraemon,2014-08-08,83100000,3.2098,7.402,"[16, 12, 878, 18, 10751, 14]",0
270842,Tiny Times 3,2014-07-17,82320000,0.8308,3.512,"[10749, 18]",0
145220,Muppets Most Wanted,2014-03-20,80400000,2.5479,6.3,"[35, 12, 80, 10751]",0
236737,Spanish Affair,2014-03-14,78768613,1.1763,6.6,"[35, 10749]",0
249164,If I Stay,2014-08-21,78300000,3.1851,7.356,[18],0
100241,"I, Frankenstein",2014-01-22,76801179,3.16,5.374,"[27, 53]",0
290217,My Old Classmate,2014-04-25,76000000,0.395,5.75,[10749],0
304410,The Bélier Family,2014-12-17,72775689,1.6966,6.935,"[35, 10402, 18]",0
254473,Brick Mansions,2014-04-22,71416730,4.1612,5.903,"[28, 80, 18]",0
235260,Son of God,2014-02-28,70829270,1.7968,6.841,[18],0
184098,Think Like a Man Too,2014-06-20,70181428,1.8844,6.4,"[35, 10749]",0
209451,Jersey Boys,2014-06-18,67347013,1.8675,6.753,"[10402, 18]",0
227156,The Giver,2014-08-13,66980456,3.3353,6.558,"[18, 878]",0
273895,Selma,2014-12-25,66787908,3.1528,7.385,"[36, 18]",0
293021,The House That Never Dies,2014-07-18,65220000,0.7823,4.286,"[18, 27, 10749, 9648]",0
285213,The Pirates,2014-08-06,64400000,2.2684,6.998,"[28, 12, 35, 14]",0
277685,Unfriended,2014-10-22,64364198,2.9308,5.538,"[27, 9648]",0
175112,Tinker Bell and the Pirate Fairy,2014-02-13,63998725,4.1814,6.953,"[16, 10751]",0
242022,The Inbetweeners 2,2014-08-06,63852235,0.959,6.103,[35],0
198277,Begin Again,2014-06-27,63500000,3.343,7.234,"[35, 10402, 10749, 18]",0
188207,The Legend of Hercules,2014-01-10,61279452,3.435,4.804,"[28, 12]",0
169917,A Walk Among the Tombstones,2014-09-18,58834384,7.0295,6.328,"[80, 18, 9648, 53]",0
280690,Kick,2014-07-25,55000000,1.1132,5.736,"[28, 10749, 35, 80]",0
239563,St. Vincent,2014-10-09,54837234,4.1881,7.111,[35],0
136835,No Good Deed,2014-09-10,53830415,3.5492,5.936,"[80, 53]",0
